content,stars,title
"
Saran saya supaya memperbaiki sistem parkirnya. Saat masuk memang ada pemandu arah tapi setelah sampai area parkir tidak ada pengatur parkir atau pemberi aba-aba, jarak antara parkir dan hotel jauh saat siang atau saat hujan pasti merepotkan pengunjung / tamu.",3 dari 5 lingkaran,Kesan bermalam di oak tree
"
Saya memesan via traveloka utk 2 hari menginap dan confirm dgn terdebetnya kartu kredit saya+keluar voucher. Namun saat akan check in, hotel oak tree emerald tdk bisa memberi kamar. Antrian di front desk mengular krn kasus yg sama, tdk ada pihak manajemen yg handle. Solusinya kami diminta pindah hotel lain dgn harga lbh murah dari yg sdh kami bayar ke hotel ini, setelah lami hrs menunggu, berdiri di lobby selama 2 jam !",1 dari 5 lingkaran,Hotel bintang 4 dgn manajemen klas losmen
"
hotel terletak di ketinggian kota Semarang dengan arah di selatan simpang lima, dengan kamar yang bersih dan rapi, suasana nyaman, breakfast ada beberapa pilihan dengan pemandangan yang indah kota Semarang
",4 dari 5 lingkaran,Kamar tidur yang bersih
"
Hotel dengan lokasi yang strategis dan sangat tepat untuk menjadi pilihan penginapan saat mengunjungi kota Semarang. Memiliki kamar yang nyaman dan pelayanan yang ramah serta memiliki pemandangan yang indah. Akses dari hotel ini menuju tempat-tempat wisata di kota Semarang sangatlah mudah untuk di jangkau. Hotel ini juga memiliki beberapa fasilitas lainnya, salah satunya adalah restoran. Restoran di hotel ini memiliki cita rasa yang lezat dan harga yang tidak terlalu mahal. ",3 dari 5 lingkaran,Good
"
Kebersihan baik dan pelayanan baik, ramah hanya ",3 dari 5 lingkaran,untuk menginap bersama keluarga ok
"
ENGLISH",4 dari 5 lingkaran,Fave is always be our first choice
"
Hotel yg nyaman tapi prlayanan lelet.breakfast kuarang banyak. Macam makannannya.lokasi nyaman dan asri.lift kurang sensitif touch screen nya.cuma nenext time klu ke semarang pasti nginap di oak hotel lagi",3 dari 5 lingkaran,oak emerald semarang
"
Saya rekomendasikan bahwa Fave Hotel Jalan Diponegoro Semarang ini cocok untuk tempat tinggal selama kita berlibur di kota Semarang, karena tempatnya yang cukup strategis yang hanya 5 menit perjalanan dari pusata kota Semarang yaitu Simpang Lima Semarang. Apabila anda ingin berlibur dan ingin mencoba segala jajanan kuliner di kota semarang yang semuanya terkumpul di daerah simpang lima semarang, hotel ini dapat di gunakan sebegai alternatif. Hotel dengan tarif relatif terjangkau dan mempunyai kebersihan, kenyamanan dan keramahan para pegawainya.",4 dari 5 lingkaran,Hotel dekat dengan Pusat kota Semarang
"
Hotel ini berjarak 1.5 Km dari Simpang Lima, tempatnya di Gajahmungkur dimana daerah tersebut sangat sejuk karena sudah menginjak dataran yang agak tinggi.",4 dari 5 lingkaran,Hotel yang nyaman untuk beristirahat
"
Cukup menyenangkan. Saya sangat menikmati liburan kali ini. Kamar yang disediakan sangat bagus namun ukurannya sangat kecil. Terimakasih banyak fave hotel. Semoga bisa berjumpa lagi. Sukses selalu untuk bisnis kalian!!!!!!!!!!",3 dari 5 lingkaran,KESAN UNTUK FAVE HOTEL
"
Hotel ini terletak di kawasan semarang atas. Hotelnya masih baru. Saya suka banget dgn interior kamarnya yg minimalis. Hanya saja kamar mandinya agak sempit, terutama area showernya jadi ketika mandi airnya jg membasahi sebagian area kamar mandi yg seharusnya kering. Saya menginap selama 2 malam di sana, mmm breakfastnya enak dan lumayan lengkap, apalagi pemandangan dari restonya cantik bgt. Tp utk ke pusat kota semarang mesti pesen taxi, waktu itu aku ma suami coba jalan kaki turun sampai ke depan taman makam pahlawan, asyik jg ternyata. Kalo ke semarang ini termasuk hotel yg recommended utk budget yg gak terlalu mahal.
",4 dari 5 lingkaran,Hotelnya bersih
"
Saya memilih hotel ini karena tempatnya di Semarang atas dengan view yang menarik terutama ketika malam. Jadi pastikan ketika ada menginap di hotel ini, request kamar dengan view yang menghadap ke Semarang Bawah :)",4 dari 5 lingkaran,Hotel yang bersih & simple untuk perjalanan bisnis ke Semarang
"
tempat yang sejuk ditengah kota, dekat kemana-mana dan tidak bising. kamar luas tapi untuk yang bawa anak kecil sayang tidak ada play groundnya, sangat cocok buat yang mau honeymoon. jika ke semarang lagi saya akan kembali menginap disini
",4 dari 5 lingkaran,hotel ditengah kota dengan ambience yang sejuk
"
Refrensi buat bikin rumah... ",4 dari 5 lingkaran,Natural hotel
"
Fave Hotel Diponogoro Semarang. Hotel yang nyaman untuk keluarga kecil dengan budget yang terjangkau. Lokasi dekat dengan pusat kota jadi mudah untuk ketempat tepat yang ramai simpang lima. Untuk kondisi kamarnya bagus.",4 dari 5 lingkaran,Hotel di Semarang
"
Hotel budget ini menarik. Pemandangan kota Semarang sangat bagus dari hotel ini. Sayang jendela kacanya tidak pernah dibersihkan, sehingga noda menggangu mata dan kamera dalam menangkap pemandangan. Harga yang murah sangat melebihi ekspektasi saya karena pelayanan yang baik dan kamar yang sangat nyaman, simpel dan modern. Suka karena ada infuse water di receptionist. :D
",4 dari 5 lingkaran,"View Bagus, Jendela Kotor"
"
Saya memilih hotel ini karena letaknya yg jauh dari keramaian kota, dgn udara yg sejuk dan suasana yg hijau. Kebetulan seminggu yg lalu saya menginap disini dilantai 6 walaupun tidak terlalu atas sih, tapi viewnya baguslah. Staff nya ramah dan membantu. Sarapannya pun enak. Next time kalo ada kesempatan menginap dihotel lagi, saya akan menginap di hotel oaktree emerald semarang
",4 dari 5 lingkaran,I like this hotel
"
Saya ada rencana menginap tgl 22 tp ken pesawat di cancel saya reschedull jd tgl 23...proses nya simple. Dan pihak hotel menawarkan jemputan gratis ke bandara. Khusus comment ttg hotel overall bagus terutama tpt dan interior/eksterior. Cuman mohon masukan pd hotel u/suara kamar bersebelahan masih terdengar keras jd privasinya agak terganggu. Terima kasih ongko
",4 dari 5 lingkaran,"View, pelayanan dan kebersihan ok"
"
Hotel ini merupakan hotel yg alami, ditengah hutan. Didataran tinggi semarang. Udaranya yang sejuk dan suasana yg tenang menjadikan kenyamanan untuk tinggal di hotel ini. Ditambah para staff yg ramah dan sopan. Sarapan yg enak dan mendapatkan kamar yg viewnya bagus dan lantai ataas
",4 dari 5 lingkaran,"Cozy, comfort hotel"
"
Pertama kali menginap di tempat ini dan kecewa. Tim vallet nya kurang tanggap dengan keadaan hotel yang menempel dengan bangunan lain. Resepsionisnya yang kurang ramah dalam menyambut tamu dan tidak ada senyumnya. Masuk ke kamar sebenarnya standar sih tidak ada yang spesial, bahkan kamar yang non smoking pun ketika dibuka pertama kali berbau asap rokok sampai kami harus memastikan kembali ke front office apa ini benar-benar kamar non smoking. Amenities standar, ukuran kamar standar, beberapa channel tv kabel nya bermasalah. Esok pagi nya breakfast disambut dengan waitress yang tidak ada senyumnya, sendok garpu ada flek air, sepertinya dicuci dengan tidak bersih, menu makanan yang biasa sekali, bubur ayam yang cair, meminta omelette tidak ada yang merespon.",2 dari 5 lingkaran,Mengecewakan
"
sekitar di bulan mei atau juni saya dan teman-teman saya menginap di hotel ini,untuk lokasi menurut saya sudah menarik dan stunning, dengan view kota semarang apalagi jika dilihat dari kamar di malam hari,mungkin hanya breakfast saja yang masih biasa saja,untuk kamar yang saya tempati overall sudah cukup dengan design interior yang menarik,dan tidak beruntungnya teman saya kamarnya masih sedikit agak kotor karena di bed nya terdapat beberapa rambut, but overall in my opinion wit all that matters with a little trouble my friend room is all good enough.
",3 dari 5 lingkaran,hotel dengan view yang indah
"
Sedikit tersembunyi dari jalan utama tapi ada penunjuk arahnya kok",4 dari 5 lingkaran,Lumayan ok
"
Bukan pertama kali saya dan keluarga menginap di sini. Waktu itu hotel masih terbilang baru, Semuanya kinclong dan pengalaman saya di oak tree waktu itu sangat oke. Suasana dan udara sangat segar (semarang atas), pelayanan oke dan makanan enak, variatif.",3 dari 5 lingkaran,kok menurun ya?
"
Setiap saya berkunjung di sebuah restoran maupun hotel pertama kalu kunjungan jika ingin mengetahui cita rasa masakan khas tempat tersebut saya pasti mencoba nasi goreng specialnya dulu. Cukup di sayangkan nasi goreng special oaktree nya hambar tidak ada rasanya. Untung kebantu bumbu sate dan ayam yg gurih. Tetapi untuk menu breakfast nya mantap semua terutama nasi goreng ikan asinya saya sangat suka. ",4 dari 5 lingkaran,Nasi goreng specialnya kurang memuaskan
"
Kelebihan:",2 dari 5 lingkaran,Under expectation
"
Kamar dan lingkungan cukup bagus...cuma seperti tinggal ranch didaerah hutan lindung.",3 dari 5 lingkaran,Seperti tinggal ranch di hutan lindung
"
Letak hotel yg cukup nyaman, tenang, dengan pemandangan kota yg menawan. Plus harga dan fasilitas yg memadai. Menerapkan konsep green building. Kamar luas , request kamar yg high floor untuk view yg terbaik. Mungkin fasilitas gym yg kurang memadai.
",4 dari 5 lingkaran,Pilihan tepat untuk istirahat
"
Over all sudah bagus tapi sangat disayangkan saat sy baru datang sangat terlihat bed set tidak diganti baru. Karna ada bercak2 kotor coklat diberbagai sisi seperti terkena coklat dan kotor... ",3 dari 5 lingkaran,minus kebersihan
"
Bagus, pemandangannya nature touch banget. Keren deh pokoknya. Cuma sayang kamar mandi agak mampet saluran airnya, jadi selalu banjir kalo pas mandi. View dari kolam renang ke lingkungan sekitar oke banget :) ",4 dari 5 lingkaran,Hotel Oak Tree Semarang Kereeen Bingits
"
Hotelnya keren banget.",4 dari 5 lingkaran,Wow....cool
"
Back to Nature,nyaman,bersih,santai,unik,ramah,masakannya enak,harga terjangkau,serasa dirumah dn ingin kembali lagi,,,sukses buat Oaktree emerald,semoga jadi the best,recomendedlah yg mau berlibur di Semarang
",4 dari 5 lingkaran,home sweet home
"
Hotel oak tree ini letaknya memang tidak d tengah kota tp dekat jika ingin ke kotanya. desain hotel ini sangat go green menyatu dengan lingkungan d samping2 hotel ini banyak rumah2 elit sehingga hotel ini terkesan mewah d tambah fasilitas ny lengkap ada kolam renang dan tempat gym
",4 dari 5 lingkaran,pemandangan yg indah dan fasilitas yg lengkap
"
Menginap di Oaktree rasanya nyaman, tenang dan viewnya bagus. Udara di pagi hari sejuk, dan di malam hari pemandangan nya sangat indah. Design Interior sama exteriornya bagus, sampai* saya penasaran sama arsiteknya siapa. Pelayanan dan taste makanan so far excelent sih. Staff juga ramah
",5 dari 5 lingkaran,Hidden Paradise
"
Lokasi hotel serasa berada di daerah pegunungan, padahal ada di kota Semarang. Hotel yang bersih, tenang dan nyaman, cocok untuk tempat bersantai dan istirahat. Dengan kamar yang cukup besar, fasilitas kolam renang yang lumayan juga besar. Apabila ingin ke kota (Simpang Lima misalnya) tidak cukup jauh, tapi disarankan punya kendaraan sendiri, memang hotel menyediakan transport di antar ketempat tertentu di Semarang - gratis. Menginap di hotel ini saya sangat suka.
",5 dari 5 lingkaran,Resort Hotel in Semarang
"
Kami tinggal di sana selama 12 malam dan setiap hari adalah indah. Layanan dari semua staf sempurna. Lokasi jauh dari berisik dan kotornya jalan, pemandangan sangat indah dan benar-benar menakjubkan! Dan terpencil tidak masalah karena mereka memiliki layanan antar-jemput gratis sehingga anda dapat berjalan di mana pun anda inginkan selama anda pastikan anda pesan. Kami telah tinggal di tempat-tempat lain di semarang dan ini adalah pilihan terbaik kami!",5 dari 5 lingkaran,Layanan pribadi di hotel terbaik
"
Pemandangan dari swimming pool.nya keren,,",4 dari 5 lingkaran,Nyaman!
"
Lokasi : Lokasi di areal perbukitan menjadi nilai lebih untuk tamu yang memang menginginkan ketenangan, tetapi menyulitkan apabila memang dalam urusan bisnis.",5 dari 5 lingkaran,Kamar yang luas dan ideal untuk mencari ketenangan
"
Oak tree memang pilihan yang terbaik buat mencari ketenangan..",5 dari 5 lingkaran,Ketenangan di semarang
"
pelayanan sangat ramah dan profesional, lokasi tidak di pusat kota dan keramaian, untuk yg membutuhkan ketenangan hotel ini sangat nyaman. Kondisi kamar bagus dan bersih. Untuk breakfast menu cukup bervariasi dan rasa juga enak",5 dari 5 lingkaran,sangat puas
"
Hotel ini letaknya tersembunyi di sebuah perbukitan di semarang, sehingga terasa menyatu dengan alam, dengan pemandangan lembah dan sungai yang alami sehingga benar benar mendapatkan udara segar dan ketenangan. Sesuai dengan namanya oak tree, prabotan dikamar dan lantainya semuanya terbuat dari kayu sehingga benar benar terasa alami
",4 dari 5 lingkaran,Fresh atmosphere
"
suasana menginap yang nyaman tenang cocok untuk keluarga maupun untuk relasi kerja, fasilitas yang lengkap pelayanan yang ramah tamah, pas sekali untuk istirahat setelah penat bekerja. thank you oak tree hotel semarang
",5 dari 5 lingkaran,comfortable place i found
"
pada bulan agustus kemarin tgl 28 saya menginap dengan istri saya di oak tree hotel. saat saya sudah di lobi saya disapa oleh reception yang cantik cantik dan ramah sekali dalam berbahasa.kamarnya sangat bagus dan luas. pemandangan sangat bagus jika dilihat dari kamar.tujuan saya menginap di oak tree adalah untuk honeymoon bersama istri saya,. saya dan istri saya memang sama sama sibuk jadi saya memutuskan untuk mencari hotel yang dekat dan bagus untuk suasana honeymoon. kebetulan saya asli semarang. dan kami juga sama sama sibuk jadi kami memilih oak tree sebagai tempat yang cocok untuk sekedar honeymoon dengan gaya kita sendiri. kamarnya luas sekali dasn desain interior kamarnya bagus buat kami. suasana nya tenang dan tidak bising. staff nya juga ramah ramah semuanya. saya puas dengan pelayanan selama saya menginap disana. kedepannya saya akan kembali mengunjungi hotel oak tree ketika ada waktu luang untuk refresh dari pekerjaan.
",4 dari 5 lingkaran,RECEPTION
"
Untung saya hanya bermalam sehari saja. Kami tiba dimalam hari dan kami sangat kesulitan mencari lokasi hotel ini. Tidak ada tanda petunjuk, kami harus bertanya-tanya ke satpam. Kamar terkesan kasar bangunannya. Makan pagi cukup baik dan bervariatif. Pelayanan lumayan ramah.
",2 dari 5 lingkaran,Lokasi susah dicari
"
Resepsionis yang ramah,view yang bagus,kamar nyaman dan istimewa...ga usah jauh jauh libur ke luar kota...cukup ke oak tree hotel dgn suasana yg beda di kota semarang...tenang dan nyaman,cocok buat berakhir pekan dengan keluarga
",5 dari 5 lingkaran,Nice view nice place
"
Saya sangat menikmati waktu bermalam di oaktree , selain tempatnya yang nyaman , suasananya sejuk , desain interiornya yang bagus ,membuat sya semakin betah , di tambah para staf yang ramah . Jauh dari bising nya kota. Walau kamar yang saya tempati kamr mandinya agak mampet , tapi saya tetep berkesan , cukup rekomend lah yang mau berlibur di smrng
",5 dari 5 lingkaran,mengesankan
"
suasana yang sangat tenang saya temukan di hotel ini, rasa nyaman dan puas bisa menggunakan fasilitas yang disediakan, makan malam dan makan pagi menjadi sangat menyenangkan karena makanan yang enak dan suasana pemandangan alam yang asri, saya merekomendasikan bagi setiap pelancong yang menginginkan suasana tenang dan teduh bisa menemukan pada Oak Tree Semarang Hotel
",4 dari 5 lingkaran,semalam di oak Tree Semarang
"
kolam renangnya serasa berada di hutan walaupun hotelnya berada di tengah kota, membuat betah berlama lama tinggal di oak tree hotel semarang, hotel ini telah saya rekomendasikan bagi teman teman lain yg kebetulan sedang berada di semarang
",5 dari 5 lingkaran,kolam renang yg nyaman
"
kamar nyaman, bersih dan kamar mandi berfungsi baik. Hanya kebersihan secara keseluruhan perlu diperhatikan. Sajadah yg saya pinjam kotor dan apek, bantal kursi di lobby apek, semut ada di kamar mandi. Perlengkapan kamar mandi tidak cukup lengkap (ada charge).
",3 dari 5 lingkaran,Cukup Baik
"
Saya sangat senang tinggal di Oaktree Emerald. Secara garis besar saya cukup puas tinggal disini terlepas dari kekurangan-kekurangan yang ada.",5 dari 5 lingkaran,Nice stay
"
Hotel ini cukup dekat dengan pusat Kota Semarang. Berlokasi dekat dengan beberapa rumah makan yang dapat ditempuh dengan berjalan kaki. Hanya saja, parkir untuk hotel ini sangat jauh dari memuaskan, kami sulit mendapat parkir dikarenakan lahan parkir digabung dengan rumah makan di sebelahnya.
",3 dari 5 lingkaran,Standar
"
So far so good,, Bersih...Murah...Pelayanan nya jg bagus...hanya saja suara dr kamar sebelah bisa terdengar sampai di kamar saya jd berisik...untuk perlengkapan mandi handuknya ada yg sudah robek jd tolong diberi yg agak bagus sedikit
",4 dari 5 lingkaran,Good Hotel
